certificateOfSale,parcel,saleDate
2022-C-000677,CERTIFIED,05/10/2023
2022-C-000678,CERTIFIED,05/10/2023
2022-C-000679,CERTIFIED,05/10/2023
2022-C-000680,REDEEMED,
2022-C-000681,CERTIFIED,05/10/2023
2022-C-000682,REDEEMED,
2022-C-000683,REDEEMED,
2022-C-000684,CERTIFIED,05/10/2023
2022-C-000685,REDEEMED,
2022-C-000686,REDEEMED,
2022-C-000687,REDEEMED,
2022-C-000688,REDEEMED,
2022-C-000689,REDEEMED,
2022-C-000690,REDEEMED,
2022-C-000691,REDEEMED,
2022-C-000692,REDEEMED,
2022-C-000693,REDEEMED,
2022-C-000694,CERTIFIED,05/10/2023
2022-C-000695,REDEEMED,
2022-C-000696,REDEEMED,
2022-C-000697,REDEEMED,
2022-C-000698,CERTIFIED,05/10/2023
2022-C-000699,CERTIFIED,05/10/2023
2022-C-000700,CERTIFIED,05/10/2023
2022-C-000701,CERTIFIED,05/10/2023
2022-C-000702,REDEEMED,
2022-C-000703,CERTIFIED,05/10/2023
2022-C-000704,CERTIFIED,05/10/2023
2022-C-000705,REDEEMED,
2022-C-000706,CERTIFIED,05/10/2023
2022-C-000707,REDEEMED,
2022-C-000708,REDEEMED,
2022-C-000709,REDEEMED,
2022-C-000710,CERTIFIED,05/10/2023
2022-C-000711,REDEEMED,
2022-C-000712,REDEEMED,
2022-C-000713,CERTIFIED,05/10/2023
2022-C-000714,CERTIFIED,05/10/2023
2022-C-000715,CERTIFIED,05/10/2023
2022-C-000716,REDEEMED,
2022-C-000717,REDEEMED,
2022-C-000718,REDEEMED,
2022-C-000719,REDEEMED,
2022-C-000720,REDEEMED,
2022-C-000721,REDEEMED,
2022-C-000722,REDEEMED,
2022-C-000723,REDEEMED,
2022-C-000724,CERTIFIED,05/10/2023
2022-C-000725,CERTIFIED,05/10/2023
2022-C-000726,REDEEMED,
2022-C-000727,CERTIFIED,05/10/2023
2022-C-000728,CERTIFIED,05/10/2023
2022-C-000729,CERTIFIED,05/10/2023
2022-C-000730,CERTIFIED,05/10/2023
2022-C-000731,REDEEMED,
2022-C-000732,REDEEMED,
2022-C-000733,REDEEMED,
2022-C-000734,CERTIFIED,05/10/2023
2022-C-000735,CERTIFIED,05/10/2023
2022-C-000736,CERTIFIED,05/10/2023
2022-C-000737,REDEEMED,
2022-C-000738,CERTIFIED,05/10/2023
2022-C-000739,CERTIFIED,05/10/2023
2022-C-000740,CERTIFIED,05/10/2023
2022-C-000741,REDEEMED,
2022-C-000742,CERTIFIED,05/10/2023
2022-C-000743,CERTIFIED,05/10/2023
2022-C-000744,CERTIFIED,05/10/2023
2022-C-000745,REDEEMED,
2022-C-000746,CERTIFIED,05/10/2023
2022-C-000747,CERTIFIED,05/10/2023
2022-C-000748,CERTIFIED,05/10/2023
2022-C-000749,REDEEMED,
2022-C-000750,CERTIFIED,05/10/2023
2022-C-000751,CERTIFIED,05/10/2023
2022-C-000752,CERTIFIED,05/10/2023
2022-C-000753,REDEEMED,
2022-C-000754,CERTIFIED,05/10/2023
2022-C-000755,CERTIFIED,05/10/2023
2022-C-000756,CERTIFIED,05/10/2023
2022-C-000757,REDEEMED,
2022-C-000758,CERTIFIED,05/10/2023
2022-C-000759,CERTIFIED,05/10/2023
2022-C-000760,CERTIFIED,05/10/2023
2022-C-000761,REDEEMED,
2022-C-000762,CERTIFIED,05/10/2023
2022-C-000763,CERTIFIED,05/10/2023
2022-C-000764,CERTIFIED,05/10/2023
2022-C-000765,CERTIFIED,05/10/2023
2022-C-000766,CERTIFIED,05/10/2023
2022-C-000767,CERTIFIED,05/10/2023
2022-C-000768,CERTIFIED,05/10/2023
2022-C-000769,REDEEMED,
2022-C-000770,CERTIFIED,05/10/2023
2022-C-000771,CERTIFIED,05/10/2023
2022-C-000772,CERTIFIED,05/10/2023
2022-C-000773,REDEEMED,
2022-C-000774,CERTIFIED,05/10/2023
2022-C-000775,CERTIFIED,05/10/2023
2022-C-000776,CERTIFIED,05/10/2023
2022-C-000777,REDEEMED,
2022-C-000778,CERTIFIED,05/10/2023
2022-C-000779,CERTIFIED,05/10/2023
2022-C-000780,CERTIFIED,05/10/2023
2022-C-000781,CERTIFIED,05/10/2023
2022-C-000782,REDEEMED,
2022-C-000783,CERTIFIED,05/10/2023
2022-C-000784,CERTIFIED,05/10/2023
2022-C-000785,CERTIFIED,05/10/2023
2022-C-000786,REDEEMED,
2022-C-000787,CERTIFIED,05/10/2023
2022-C-000788,CERTIFIED,05/10/2023
2022-C-000789,CERTIFIED,05/10/2023
2022-C-000790,REDEEMED,
2022-C-000791,CERTIFIED,05/10/2023
2022-C-000792,CERTIFIED,05/10/2023
2022-C-000793,CERTIFIED,05/10/2023
2022-C-000794,CERTIFIED,05/10/2023
2022-C-000795,REDEEMED,
2022-C-000796,CERTIFIED,05/10/2023
2022-C-000797,CERTIFIED,05/10/2023
2022-C-000798,CERTIFIED,05/10/2023
2022-C-000799,REDEEMED,
2022-C-000800,CERTIFIED,05/10/2023
2022-C-000801,CERTIFIED,05/10/2023
2022-C-000802,CERTIFIED,05/10/2023
2022-C-000803,REDEEMED,
2022-C-000804,CERTIFIED,05/10/2023
2022-C-000805,CERTIFIED,05/10/2023
2022-C-000806,CERTIFIED,05/10/2023
2022-C-000807,REDEEMED,
2022-C-000808,CERTIFIED,05/10/2023
2022-C-000809,CERTIFIED,05/10/2023
2022-C-000810,CERTIFIED,05/10/2023
2022-C-000811,REDEEMED,
2022-C-000812,CERTIFIED,05/10/2023
2022-C-000813,CERTIFIED,05/10/2023
2022-C-000814,CERTIFIED,05/10/2023
2022-C-000815,REDEEMED,
2022-C-000816,CERTIFIED,05/10/2023
2022-C-000817,CERTIFIED,05/10/2023
2022-C-000818,CERTIFIED,05/10/2023
2022-C-000819,REDEEMED,
2022-C-000820,CERTIFIED,05/10/2023
2022-C-000821,CERTIFIED,05/10/2023
2022-C-000822,CERTIFIED,05/10/2023
2022-C-000823,REDEEMED,
2022-C-000824,CERTIFIED,05/10/2023
2022-C-000825,CERTIFIED,05/10/2023
2022-C-000826,CERTIFIED,05/10/2023
2022-C-000827,REDEEMED,
2022-C-000828,CERTIFIED,05/10/2023
2022-C-000829,CERTIFIED,05/10/2023
2022-C-000830,CERTIFIED,05/10/2023
2022-C-000831,REDEEMED,
2022-C-000832,CERTIFIED,05/10/2023
2022-C-000833,CERTIFIED,05/10/2023
2022-C-000834,CERTIFIED,05/10/2023
2022-C-000835,REDEEMED,
2022-C-000836,CERTIFIED,05/10/2023
2022-C-000837,CERTIFIED,05/10/2023
2022-C-000838,CERTIFIED,05/10/2023
2022-C-000839,REDEEMED,
2022-C-000840,CERTIFIED,05/10/2023
2022-C-000841,CERTIFIED,05/10/2023
2022-C-000842,CERTIFIED,05/10/2023
2022-C-000843,CERTIFIED,05/10/2023
2022-C-000844,CERTIFIED,05/10/2023
2022-C-000845,CERTIFIED,05/10/2023
2022-C-000846,CERTIFIED,05/10/2023
2022-C-000847,REDEEMED,
2022-C-000848,CERTIFIED,05/10/2023
2022-C-000849,CERTIFIED,05/10/2023
2022-C-000850,CERTIFIED,05/10/2023
2022-C-000851,REDEEMED,
2022-C-000852,CERTIFIED,05/10/2023
2022-C-000853,CERTIFIED,05/10/2023
2022-C-000854,CERTIFIED,05/10/2023
2022-C-000855,REDEEMED,
2022-C-000856,CERTIFIED,05/10/2023
2022-C-000857,CERTIFIED,05/10/2023
2022-C-000858,CERTIFIED,05/10/2023
2022-C-000859,REDEEMED,
2022-C-000860,CERTIFIED,05/10/2023
2022-C-000861,CERTIFIED,05/10/2023
2022-C-000862,CERTIFIED,05/10/2023
2022-C-000863,REDEEMED,
2022-C-000864,CERTIFIED,05/10/2023
2022-C-000865,CERTIFIED,05/10/2023
2022-C-000866,CERTIFIED,05/10/2023
2022-C-000867,REDEEMED,
2022-C-000868,CERTIFIED,05/10/2023
2022-C-000869,CERTIFIED,05/10/2023
2022-C-000870,CERTIFIED,05/10/2023
2022-C-000871,REDEEMED,
2022-C-000872,CERTIFIED,05/10/2023
2022-C-000873,CERTIFIED,05/10/2023
2022-C-000874,CERTIFIED,05/10/2023
2022-C-000875,REDEEMED,
2022-C-000876,CERTIFIED,05/10/2023
2022-C-000877,CERTIFIED,05/10/2023
2022-C-000878,CERTIFIED,05/10/2023
2022-C-000879,REDEEMED,
2022-C-000880,CERTIFIED,05/10/2023
2022-C-000881,CERTIFIED,05/10/2023
2022-C-000882,CERTIFIED,05/10/2023
2022-C-000883,REDEEMED,
2022-C-000884,CERTIFIED,05/10/2023
2022-C-000885,CERTIFIED,05/10/2023
2022-C-000886,CERTIFIED,05/10/2023
