certificateOfSale,parcel,saleDate
2022-C-000661,CERTIFIED,05/18/2023
2022-C-000662,REDEEMED,
2022-C-000663,CERTIFIED,05/18/2023
2022-C-000664,REDEEMED,
2022-C-000665,REDEEMED,
2022-C-000666,REDEEMED,
2022-C-000667,CERTIFIED,05/18/2023
2022-C-000668,CERTIFIED,05/18/2023
2022-C-000669,REDEEMED,
2022-C-000670,CERTIFIED,05/18/2023
2022-C-000671,CERTIFIED,05/18/2023
2022-C-000672,CERTIFIED,05/18/2023
2022-C-000673,CERTIFIED,05/18/2023
2022-C-000674,CERTIFIED,05/18/2023
2022-C-000675,CERTIFIED,05/18/2023
2022-C-000676,CERTIFIED,05/18/2023
2022-C-000677,CERTIFIED,05/18/2023
2022-C-000678,REDEEMED,
2022-C-000679,REDEEMED,
2022-C-000680,REDEEMED,
2022-C-000681,CERTIFIED,05/18/2023
2022-C-000682,CERTIFIED,05/18/2023
2022-C-000683,CERTIFIED,05/18/2023
2022-C-000684,CERTIFIED,05/18/2023
2022-C-000685,CERTIFIED,05/18/2023
2022-C-000686,CERTIFIED,05/18/2023
2022-C-000687,CERTIFIED,05/18/2023
2022-C-000688,CERTIFIED,05/18/2023
2022-C-000689,CERTIFIED,05/18/2023
2022-C-000690,CERTIFIED,05/18/2023
2022-C-000691,REDEEMED,
2022-C-000692,REDEEMED,
2022-C-000693,REDEEMED,
2022-C-000694,CERTIFIED,05/18/2023
2022-C-000695,CERTIFIED,05/18/2023
2022-C-000696,CERTIFIED,05/18/2023
2022-C-000697,CERTIFIED,05/18/2023
2022-C-000698,CERTIFIED,05/18/2023
2022-C-000699,CERTIFIED,05/18/2023
2022-C-000700,REDEEMED,
2022-C-000701,CERTIFIED,05/18/2023
2022-C-000702,CERTIFIED,05/18/2023
2022-C-000703,CERTIFIED,05/18/2023
2022-C-000704,CERTIFIED,05/18/2023
2022-C-000705,CERTIFIED,05/18/2023
2022-C-000706,CERTIFIED,05/18/2023
2022-C-000707,CERTIFIED,05/18/2023
2022-C-000708,CERTIFIED,05/18/2023
2022-C-000709,CERTIFIED,05/18/2023
2022-C-000710,CERTIFIED,05/18/2023
2022-C-000711,CERTIFIED,05/18/2023
2022-C-000712,REDEEMED,
2022-C-000713,CERTIFIED,05/18/2023
2022-C-000714,CERTIFIED,05/18/2023
2022-C-000715,CERTIFIED,05/18/2023
2022-C-000716,CERTIFIED,05/18/2023
2022-C-000717,CERTIFIED,05/18/2023
2022-C-000718,CERTIFIED,05/18/2023
2022-C-000719,CERTIFIED,05/18/2023
2022-C-000720,CERTIFIED,05/18/2023
2022-C-000721,CERTIFIED,05/18/2023
2022-C-000722,CERTIFIED,05/18/2023
2022-C-000723,CERTIFIED,05/18/2023
2022-C-000724,CERTIFIED,05/18/2023
2022-C-000725,CERTIFIED,05/18/2023
2022-C-000726,CERTIFIED,05/18/2023
2022-C-000727,CERTIFIED,05/18/2023
2022-C-000728,CERTIFIED,05/18/2023
2022-C-000729,REDEEMED,
2022-C-000730,CERTIFIED,05/18/2023
2022-C-000731,CERTIFIED,05/18/2023
2022-C-000732,REDEEMED,
2022-C-000733,CERTIFIED,05/18/2023
2022-C-000734,CERTIFIED,05/18/2023
2022-C-000735,REDEEMED,
2022-C-000736,CERTIFIED,05/18/2023
2022-C-000737,CERTIFIED,05/18/2023
2022-C-000738,CERTIFIED,05/18/2023
2022-C-000739,REDEEMED,
2022-C-000740,REDEEMED,
2022-C-000741,CERTIFIED,05/18/2023
2022-C-000742,CERTIFIED,05/18/2023
2022-C-000743,CERTIFIED,05/18/2023
2022-C-000744,CERTIFIED,05/18/2023
2022-C-000745,REDEEMED,
2022-C-000746,CERTIFIED,05/18/2023
2022-C-000747,CERTIFIED,05/18/2023
2022-C-000748,CERTIFIED,05/18/2023
2022-C-000749,REDEEMED,
2022-C-000750,CERTIFIED,05/18/2023
2022-C-000751,CERTIFIED,05/18/2023
2022-C-000752,CERTIFIED,05/18/2023
2022-C-000753,CERTIFIED,05/18/2023
2022-C-000754,CERTIFIED,05/18/2023
2022-C-000755,CERTIFIED,05/18/2023
2022-C-000756,REDEEMED,
2022-C-000757,REDEEMED,
2022-C-000758,REDEEMED,
2022-C-000759,REDEEMED,
2022-C-000760,REDEEMED,
2022-C-000761,CERTIFIED,05/18/2023
2022-C-000762,CERTIFIED,05/18/2023
2022-C-000763,CERTIFIED,05/18/2023
2022-C-000764,REDEEMED,
2022-C-000765,REDEEMED,
2022-C-000766,CERTIFIED,05/18/2023
2022-C-000767,CERTIFIED,05/18/2023
2022-C-000768,CERTIFIED,05/18/2023
2022-C-000769,CERTIFIED,05/18/2023
2022-C-000770,CERTIFIED,05/18/2023
2022-C-000771,CERTIFIED,05/18/2023
2022-C-000772,CERTIFIED,05/18/2023
2022-C-000773,CERTIFIED,05/18/2023
2022-C-000774,CERTIFIED,05/18/2023
2022-C-000775,REDEEMED,
2022-C-000776,CERTIFIED,05/18/2023
2022-C-000777,CERTIFIED,05/18/2023
2022-C-000778,CERTIFIED,05/18/2023
2022-C-000779,CERTIFIED,05/18/2023
2022-C-000780,CERTIFIED,05/18/2023
2022-C-000781,CERTIFIED,05/18/2023
2022-C-000782,CERTIFIED,05/18/2023
2022-C-000783,CERTIFIED,05/18/2023
2022-C-000784,CERTIFIED,05/18/2023
2022-C-000785,CERTIFIED,05/18/2023
2022-C-000786,CERTIFIED,05/18/2023
2022-C-000787,REDEEMED,
2022-C-000788,CERTIFIED,05/18/2023
2022-C-000789,CERTIFIED,05/18/2023
2022-C-000790,REDEEMED,
2022-C-000791,REDEEMED,
2022-C-000792,REDEEMED,
2022-C-000793,REDEEMED,
2022-C-000794,CERTIFIED,05/18/2023
2022-C-000795,REDEEMED,
2022-C-000796,REDEEMED,
2022-C-000797,REDEEMED,
2022-C-000798,CERTIFIED,05/18/2023
2022-C-000799,CERTIFIED,05/18/2023
2022-C-000800,CERTIFIED,05/18/2023
2022-C-000801,CERTIFIED,05/18/2023
2022-C-000802,CERTIFIED,05/18/2023
2022-C-000803,CERTIFIED,05/18/2023
2022-C-000804,CERTIFIED,05/18/2023
2022-C-000805,CERTIFIED,05/18/2023
2022-C-000806,REDEEMED,
2022-C-000807,REDEEMED,
2022-C-000808,REDEEMED,
2022-C-000809,REDEEMED,
2022-C-000810,CERTIFIED,05/18/2023
2022-C-000811,CERTIFIED,05/18/2023
2022-C-000812,CERTIFIED,05/18/2023
2022-C-000813,CERTIFIED,05/18/2023
2022-C-000814,CERTIFIED,05/18/2023
2022-C-000815,CERTIFIED,05/18/2023
2022-C-000816,REDEEMED,
2022-C-000817,CERTIFIED,05/18/2023
2022-C-000818,REDEEMED,
2022-C-000819,CERTIFIED,05/18/2023
2022-C-000820,CERTIFIED,05/18/2023
2022-C-000821,CERTIFIED,05/18/2023
2022-C-000822,CERTIFIED,05/18/2023
2022-C-000823,CERTIFIED,05/18/2023
2022-C-000824,CERTIFIED,05/18/2023
2022-C-000825,CERTIFIED,05/18/2023
2022-C-000826,CERTIFIED,05/18/2023
2022-C-000827,REDEEMED,
2022-C-000828,CERTIFIED,05/18/2023
2022-C-000829,CERTIFIED,05/18/2023
2022-C-000830,REDEEMED,
2022-C-000831,CERTIFIED,05/18/2023
2022-C-000832,CERTIFIED,05/18/2023
2022-C-000833,CERTIFIED,05/18/2023
2022-C-000834,CERTIFIED,05/18/2023
2022-C-000835,CERTIFIED,05/18/2023
2022-C-000836,CERTIFIED,05/18/2023
2022-C-000837,CERTIFIED,05/18/2023
2022-C-000838,CERTIFIED,05/18/2023
2022-C-000839,REDEEMED,
2022-C-000840,REDEEMED,
2022-C-000841,CERTIFIED,05/18/2023
2022-C-000842,CERTIFIED,05/18/2023
2022-C-000843,CERTIFIED,05/18/2023
2022-C-000844,CERTIFIED,05/18/2023
2022-C-000845,REDEEMED,
2022-C-000846,CERTIFIED,05/18/2023
2022-C-000847,CERTIFIED,05/18/2023
2022-C-000848,REDEEMED,
2022-C-000849,CERTIFIED,05/18/2023
2022-C-000850,CERTIFIED,05/18/2023
2022-C-000851,CERTIFIED,05/18/2023
2022-C-000852,CERTIFIED,05/18/2023
2022-C-000853,CERTIFIED,05/18/2023
2022-C-000854,CERTIFIED,05/18/2023
2022-C-000855,CERTIFIED,05/18/2023
2022-C-000856,CERTIFIED,05/18/2023
2022-C-000857,CERTIFIED,05/18/2023
2022-C-000858,CERTIFIED,05/18/2023
2022-C-000859,CERTIFIED,05/18/2023
2022-C-000860,CERTIFIED,05/18/2023
2022-C-000861,REDEEMED,
2022-C-000862,CERTIFIED,05/18/2023
2022-C-000863,CERTIFIED,05/18/2023
2022-C-000864,REDEEMED,
2022-C-000865,REDEEMED,
2022-C-000866,CERTIFIED,05/18/2023
2022-C-000867,CERTIFIED,05/18/2023
2022-C-000868,CERTIFIED,05/18/2023
2022-C-000869,CERTIFIED,05/18/2023
2022-C-000870,CERTIFIED,05/18/2023
2022-C-000871,CERTIFIED,05/18/2023
2022-C-000872,CERTIFIED,05/18/2023
2022-C-000873,CERTIFIED,05/18/2023
2022-C-000874,CERTIFIED,05/18/2023
2022-C-000875,CERTIFIED,05/18/2023
2022-C-000876,CERTIFIED,05/18/2023
2022-C-000877,CERTIFIED,05/18/2023
2022-C-000878,CERTIFIED,05/18/2023
2022-C-000879,CERTIFIED,05/18/2023
2022-C-000880,CERTIFIED,05/18/2023
2022-C-000881,CERTIFIED,05/18/2023
2022-C-000882,REDEEMED,
2022-C-000883,CERTIFIED,05/18/2023
2022-C-000884,CERTIFIED,05/18/2023
2022-C-000885,CERTIFIED,05/18/2023
2022-C-000886,CERTIFIED,05/18/2023
2022-C-000887,CERTIFIED,05/18/2023
2022-C-000888,CERTIFIED,05/18/2023
2022-C-000889,REDEEMED,
2022-C-000890,REDEEMED,
2022-C-000891,CERTIFIED,05/18/2023
2022-C-000892,CERTIFIED,05/18/2023
2022-C-000893,REDEEMED,
2022-C-000894,CERTIFIED,05/18/2023
2022-C-000895,CERTIFIED,05/18/2023
2022-C-000896,CERTIFIED,05/18/2023
2022-C-000897,CERTIFIED,05/18/2023
2022-C-000898,CERTIFIED,05/18/2023
2022-C-000899,CERTIFIED,05/18/2023
2022-C-000901,REDEEMED,
2022-C-000902,CERTIFIED,05/18/2023
2022-C-000903,CERTIFIED,05/18/2023
2022-C-000904,CERTIFIED,05/18/2023
2022-C-000905,CERTIFIED,05/18/2023
2022-C-000906,CERTIFIED,05/18/2023
2022-C-000907,CERTIFIED,05/18/2023
2022-C-000908,CERTIFIED,05/18/2023
2022-C-000909,CERTIFIED,05/18/2023
2022-C-000910,CERTIFIED,05/18/2023
2022-C-000911,CERTIFIED,05/18/2023
2022-C-000912,REDEEMED,
2022-C-000913,REDEEMED,
2022-C-000914,REDEEMED,
2022-C-000915,REDEEMED,
2022-C-000916,CERTIFIED,05/18/2023
2022-C-000917,REDEEMED,
2022-C-000918,REDEEMED,
2022-C-000919,CERTIFIED,05/18/2023
2022-C-000920,REDEEMED,
2022-C-000921,CERTIFIED,05/18/2023
2022-C-000922,CERTIFIED,05/18/2023
2022-C-000923,CERTIFIED,05/18/2023
2022-C-000924,REDEEMED,
2022-C-000925,REDEEMED,
2022-C-000926,CERTIFIED,05/18/2023
2022-C-000927,CERTIFIED,05/18/2023
2022-C-000928,CERTIFIED,05/18/2023
2022-C-000929,REDEEMED,
2022-C-000930,CERTIFIED,05/18/2023
2022-C-000931,REDEEMED,
2022-C-000932,CERTIFIED,05/18/2023
2022-C-000933,CERTIFIED,05/18/2023
2022-C-000934,CERTIFIED,05/18/2023
2022-C-000935,CERTIFIED,05/18/2023
2022-C-000936,CERTIFIED,05/18/2023
2022-C-000937,CERTIFIED,05/18/2023
2022-C-000938,REDEEMED,
2022-C-000939,CERTIFIED,05/18/2023
2022-C-000940,CERTIFIED,05/18/2023
2022-C-000941,CERTIFIED,05/18/2023
2022-C-000942,CERTIFIED,05/18/2023
2022-C-000943,CERTIFIED,05/18/2023
2022-C-000944,CERTIFIED,05/18/2023
2022-C-000946,CERTIFIED,05/18/2023
2022-C-000947,CERTIFIED,05/18/2023
2022-C-000948,REDEEMED,
2022-C-000949,CERTIFIED,05/18/2023
2022-C-000950,CERTIFIED,05/18/2023
2022-C-000951,CERTIFIED,05/18/2023
2022-C-000952,CERTIFIED,05/18/2023
2022-C-000953,REDEEMED,
2022-C-000954,CERTIFIED,05/18/2023
2022-C-000955,CERTIFIED,05/18/2023
2022-C-000956,CERTIFIED,05/18/2023
2022-C-000957,CERTIFIED,05/18/2023
2022-C-000958,REDEEMED,
2022-C-000959,REDEEMED,
2022-C-000960,CERTIFIED,05/18/2023
2022-C-000961,CERTIFIED,05/18/2023
2022-C-000962,REDEEMED,
2022-C-000963,CERTIFIED,05/18/2023
2022-C-000964,CERTIFIED,05/18/2023
2022-C-000965,CERTIFIED,05/18/2023
2022-C-000966,CERTIFIED,05/18/2023
2022-C-000967,REDEEMED,
2022-C-000968,REDEEMED,
2022-C-000969,CERTIFIED,05/18/2023
2022-C-000970,CERTIFIED,05/18/2023
2022-C-000971,CERTIFIED,05/18/2023
2022-C-000972,CERTIFIED,05/18/2023
2022-C-000973,CERTIFIED,05/18/2023
2022-C-000974,CERTIFIED,05/18/2023
2022-C-000975,CERTIFIED,05/18/2023
2022-C-000976,REDEEMED,
2022-C-000977,REDEEMED,
2022-C-000978,REDEEMED,
2022-C-000979,REDEEMED,
2022-C-000980,REDEEMED,
2022-C-000981,CERTIFIED,05/18/2023
2022-C-000982,REDEEMED,
2022-C-000983,REDEEMED,
2022-C-000984,REDEEMED,
2022-C-000985,CERTIFIED,05/18/2023
2022-C-000986,REDEEMED,
2022-C-000987,REDEEMED,
2022-C-000988,CERTIFIED,05/18/2023
2022-C-000989,REDEEMED,
2022-C-000990,CERTIFIED,05/18/2023
2022-C-000991,REDEEMED,
2022-C-000992,CERTIFIED,05/18/2023
2022-C-000993,REDEEMED,
2022-C-000994,CERTIFIED,05/18/2023
2022-C-000995,CERTIFIED,05/18/2023
2022-C-000996,REDEEMED,
2022-C-000997,REDEEMED,
2022-C-000998,CERTIFIED,05/18/2023
2022-C-000999,REDEEMED,
2022-C-001000,REDEEMED,
2022-C-001001,CERTIFIED,05/18/2023
2022-C-001002,CERTIFIED,05/18/2023
2022-C-001003,REDEEMED,
2022-C-001004,REDEEMED,
2022-C-001005,CERTIFIED,05/18/2023
2022-C-001006,REDEEMED,
2022-C-001007,CERTIFIED,05/18/2023
2022-C-001008,CERTIFIED,05/18/2023
2022-C-001009,CERTIFIED,05/18/2023
2022-C-001010,CERTIFIED,05/18/2023
2022-C-001011,CERTIFIED,05/18/2023
2022-C-001012,CERTIFIED,05/18/2023
2022-C-001013,CERTIFIED,05/18/2023
2022-C-001014,CERTIFIED,05/18/2023
2022-C-001015,REDEEMED,
2022-C-001016,REDEEMED,
2022-C-001017,REDEEMED,
2022-C-001018,CERTIFIED,05/18/2023
2022-C-001019,REDEEMED,
2022-C-001020,CERTIFIED,05/18/2023
2022-C-001021,REDEEMED,
2022-C-001022,REDEEMED,
2022-C-001023,REDEEMED,
2022-C-001024,CERTIFIED,05/18/2023
2022-C-001025,CERTIFIED,05/18/2023
2022-C-001026,CERTIFIED,05/18/2023
2022-C-001027,REDEEMED,
2022-C-001028,CERTIFIED,05/18/2023
2022-C-001029,REDEEMED,
2022-C-001030,REDEEMED,
2022-C-001031,CERTIFIED,05/18/2023
2022-C-001032,REDEEMED,
2022-C-001033,REDEEMED,
2022-C-001034,CERTIFIED,05/18/2023
2022-C-001035,CERTIFIED,05/18/2023
2022-C-001036,CERTIFIED,05/18/2023
2022-C-001037,REDEEMED,
2022-C-001038,REDEEMED,
2022-C-001039,REDEEMED,
2022-C-001040,REDEEMED,
2022-C-001041,CERTIFIED,05/18/2023
2022-C-001042,REDEEMED,
2022-C-001043,REDEEMED,
2022-C-001044,CERTIFIED,05/18/2023
2022-C-001045,CERTIFIED,05/18/2023
2022-C-001046,CERTIFIED,05/18/2023
2022-C-001047,CERTIFIED,05/18/2023
2022-C-001048,CERTIFIED,05/18/2023
2022-C-001049,REDEEMED,
2022-C-001050,REDEEMED,
2022-C-001051,CERTIFIED,05/18/2023
2022-C-001052,REDEEMED,
2022-C-001053,REDEEMED,
2022-C-001054,CERTIFIED,05/18/2023
2022-C-001055,CERTIFIED,05/18/2023
2022-C-001056,REDEEMED,
2022-C-001057,CERTIFIED,05/18/2023
2022-C-001058,REDEEMED,
2022-C-001059,CERTIFIED,05/18/2023
2022-C-001060,CERTIFIED,05/18/2023
2022-C-001061,CERTIFIED,05/18/2023
2022-C-001062,CERTIFIED,05/18/2023
2022-C-001063,REDEEMED,
2022-C-001064,CERTIFIED,05/18/2023
2022-C-001065,CERTIFIED,05/18/2023
2022-C-001066,CERTIFIED,05/18/2023
2022-C-001067,CERTIFIED,05/18/2023
2022-C-001068,CERTIFIED,05/18/2023
2022-C-001069,CERTIFIED,05/18/2023
2022-C-001070,REDEEMED,
2022-C-001071,CERTIFIED,05/18/2023
2022-C-001072,CERTIFIED,05/18/2023
2022-C-001073,CERTIFIED,05/18/2023
2022-C-001074,REDEEMED,
2022-C-001075,REDEEMED,
2022-C-001076,CERTIFIED,05/18/2023
2022-C-001077,CERTIFIED,05/18/2023
2022-C-001078,CERTIFIED,05/18/2023
2022-C-001079,CERTIFIED,05/18/2023
2022-C-001080,CERTIFIED,05/18/2023
2022-C-001081,CERTIFIED,05/18/2023
2022-C-001082,REDEEMED,
2022-C-001083,REDEEMED,
2022-C-001084,REDEEMED,
2022-C-001085,REDEEMED,
2022-C-001086,CERTIFIED,05/18/2023
2022-C-001087,CERTIFIED,05/18/2023
2022-C-001088,CERTIFIED,05/18/2023
2022-C-001089,CERTIFIED,05/18/2023
2022-C-001090,REDEEMED,
2022-C-001091,REDEEMED,
2022-C-001092,CERTIFIED,05/18/2023
2022-C-001093,REDEEMED,
2022-C-001094,CERTIFIED,05/18/2023
2022-C-001095,CERTIFIED,05/18/2023
2022-C-001096,REDEEMED,
2022-C-001097,REDEEMED,
2022-C-001098,CERTIFIED,05/18/2023
2022-C-001099,CERTIFIED,05/18/2023
2022-C-001100,CERTIFIED,05/18/2023
2022-C-001101,CERTIFIED,05/18/2023
2022-C-001102,CERTIFIED,05/18/2023
2022-C-001103,CERTIFIED,05/18/2023
2022-C-001104,REDEEMED,
2022-C-001105,CERTIFIED,05/18/2023
2022-C-001106,REDEEMED,
2022-C-001107,REDEEMED,
2022-C-001108,CERTIFIED,05/18/2023
2022-C-001109,CERTIFIED,05/18/2023
2022-C-001110,REDEEMED,
2022-C-001111,CERTIFIED,05/18/2023
2022-C-001112,CERTIFIED,05/18/2023
2022-C-001113,REDEEMED,
2022-C-001114,REDEEMED,
2022-C-001115,CERTIFIED,05/18/2023
2022-C-001116,REDEEMED,
2022-C-001117,CERTIFIED,05/18/2023
2022-C-001118,CERTIFIED,05/18/2023
2022-C-001119,CERTIFIED,05/18/2023
2022-C-001120,CERTIFIED,05/18/2023
2022-C-001121,CERTIFIED,05/18/2023
2022-C-001122,CERTIFIED,05/18/2023
2022-C-001123,CERTIFIED,05/18/2023
2022-C-001124,CERTIFIED,05/18/2023
2022-C-001125,CERTIFIED,05/18/2023
2022-C-001126,CERTIFIED,05/18/2023
2022-C-001127,CERTIFIED,05/18/2023
2022-C-001128,REDEEMED,
2022-C-001129,REDEEMED,
2022-C-001130,CERTIFIED,05/18/2023
2022-C-001131,CERTIFIED,05/18/2023
2022-C-001132,CERTIFIED,05/18/2023
2022-C-001133,CERTIFIED,05/18/2023
2022-C-001134,REDEEMED,
2022-C-001135,CERTIFIED,05/18/2023
2022-C-001136,REDEEMED,
2022-C-001137,REDEEMED,
2022-C-001138,CERTIFIED,05/18/2023
2022-C-001139,CERTIFIED,05/18/2023
2022-C-001140,CERTIFIED,05/18/2023
2022-C-001141,CERTIFIED,05/18/2023
2022-C-001142,REDEEMED,
2022-C-001143,CERTIFIED,05/18/2023
2022-C-001144,CERTIFIED,05/18/2023
2022-C-001145,CERTIFIED,05/18/2023
2022-C-001146,CERTIFIED,05/18/2023
2022-C-001147,REDEEMED,
2022-C-001148,CERTIFIED,05/18/2023
2022-C-001149,REDEEMED,
2022-C-001150,CERTIFIED,05/18/2023
2022-C-001151,CERTIFIED,05/18/2023
2022-C-001152,CERTIFIED,05/18/2023
2022-C-001153,REDEEMED,
2022-C-001154,CERTIFIED,05/18/2023
2022-C-001155,CERTIFIED,05/18/2023
2022-C-001156,REDEEMED,
2022-C-001157,REDEEMED,
2022-C-001158,REDEEMED,
2022-C-001159,CERTIFIED,05/18/2023
2022-C-001160,REDEEMED,
2022-C-001161,CERTIFIED,05/18/2023
2022-C-001162,CERTIFIED,05/18/2023
2022-C-001163,REDEEMED,
2022-C-001166,REDEEMED,
2022-C-001167,CERTIFIED,05/18/2023
2022-C-001168,CERTIFIED,05/18/2023
2022-C-001169,CERTIFIED,05/18/2023
2022-C-001170,REDEEMED,
2022-C-001171,REDEEMED,
2022-C-001172,REDEEMED,
2022-C-001173,REDEEMED,
2022-C-001174,CERTIFIED,05/18/2023
2022-C-001175,CERTIFIED,05/18/2023
2022-C-001176,REDEEMED,
2022-C-001177,CERTIFIED,05/18/2023
2022-C-001178,REDEEMED,
2022-C-001179,CERTIFIED,05/18/2023
2022-C-001180,REDEEMED,
2022-C-001181,REDEEMED,
2022-C-001182,REDEEMED,
2022-C-001183,REDEEMED,
2022-C-001184,REDEEMED,
2022-C-001186,CERTIFIED,05/18/2023
2022-C-001187,CERTIFIED,05/18/2023
2022-C-001188,CERTIFIED,05/18/2023
2022-C-001189,CERTIFIED,05/18/2023
2022-C-001190,REDEEMED,
2022-C-001191,REDEEMED,
2022-C-001192,CERTIFIED,05/18/2023
2022-C-001193,REDEEMED,
2022-C-001194,CERTIFIED,05/18/2023
2022-C-001196,REDEEMED,
2022-C-001197,CERTIFIED,05/18/2023
2022-C-001198,CERTIFIED,05/18/2023
2022-C-001199,CERTIFIED,05/18/2023
2022-C-001200,CERTIFIED,05/18/2023
2022-C-001201,REDEEMED,
2022-C-001202,REDEEMED,
2022-C-001203,CERTIFIED,05/18/2023
2022-C-001204,CERTIFIED,05/18/2023
2022-C-001205,REDEEMED,
2022-C-001206,REDEEMED,
2022-C-001207,CERTIFIED,05/18/2023
2022-C-001208,REDEEMED,
2022-C-001209,CERTIFIED,05/18/2023
2022-C-001210,CERTIFIED,05/18/2023
2022-C-001211,CERTIFIED,05/18/2023
2022-C-001212,CERTIFIED,05/18/2023
2022-C-001213,CERTIFIED,05/18/2023
2022-C-001214,CERTIFIED,05/18/2023
2022-C-001215,REDEEMED,
2022-C-001216,REDEEMED,
2022-C-001217,CERTIFIED,05/18/2023
2022-C-001218,CERTIFIED,05/18/2023
2022-C-001219,CERTIFIED,05/18/2023
2022-C-001220,CERTIFIED,05/18/2023
2022-C-001221,CERTIFIED,05/18/2023
2022-C-001222,CERTIFIED,05/18/2023
2022-C-001223,CERTIFIED,05/18/2023
2022-C-001224,REDEEMED,
2022-C-001225,REDEEMED,
2022-C-001226,CERTIFIED,05/18/2023
2022-C-001227,CERTIFIED,05/18/2023
2022-C-001228,CERTIFIED,05/18/2023
2022-C-001229,CERTIFIED,05/18/2023
2022-C-001230,REDEEMED,
2022-C-001231,CERTIFIED,05/18/2023
2022-C-001232,CERTIFIED,05/18/2023
2022-C-001233,CERTIFIED,05/18/2023
2022-C-001234,CERTIFIED,05/18/2023
2022-C-001235,CERTIFIED,05/18/2023
2022-C-001236,REDEEMED,
2022-C-001237,REDEEMED,
2022-C-001238,CERTIFIED,05/18/2023
2022-C-001239,CERTIFIED,05/18/2023
2022-C-001240,CERTIFIED,05/18/2023
2022-C-001241,REDEEMED,
2022-C-001242,REDEEMED,
2022-C-001243,CERTIFIED,05/18/2023
2022-C-001244,CERTIFIED,05/18/2023
2022-C-001245,CERTIFIED,05/18/2023
2022-C-001246,REDEEMED,
2022-C-001247,CERTIFIED,05/18/2023
2022-C-001248,CERTIFIED,05/18/2023
2022-C-001249,CERTIFIED,05/18/2023
2022-C-001250,CERTIFIED,05/18/2023
2022-C-001251,REDEEMED,
2022-C-001252,CERTIFIED,05/18/2023
2022-C-001253,CERTIFIED,05/18/2023
2022-C-001254,REDEEMED,
2022-C-001255,REDEEMED,
2022-C-001256,CERTIFIED,05/18/2023
2022-C-001257,CERTIFIED,05/18/2023
2022-C-001258,CERTIFIED,05/18/2023
2022-C-001259,REDEEMED,
2022-C-001260,REDEEMED,
2022-C-001261,REDEEMED,
2022-C-001262,CERTIFIED,05/18/2023
2022-C-001263,REDEEMED,
2022-C-001264,REDEEMED,
2022-C-001265,REDEEMED,
2022-C-001266,CERTIFIED,05/18/2023
2022-C-001267,CERTIFIED,05/18/2023
2022-C-001268,REDEEMED,
2022-C-001269,CERTIFIED,05/18/2023
2022-C-001270,REDEEMED,
2022-C-001271,CERTIFIED,05/18/2023
2022-C-001272,CERTIFIED,05/18/2023
2022-C-001273,CERTIFIED,05/18/2023
2022-C-001274,REDEEMED,
2022-C-001275,CERTIFIED,05/18/2023
2022-C-001276,CERTIFIED,05/18/2023
2022-C-001277,REDEEMED,
2022-C-001278,CERTIFIED,05/18/2023
2022-C-001279,CERTIFIED,05/18/2023
2022-C-001280,CERTIFIED,05/18/2023
2022-C-001281,CERTIFIED,05/18/2023
2022-C-001282,CERTIFIED,05/18/2023
2022-C-001283,CERTIFIED,05/18/2023
2022-C-001284,CERTIFIED,05/18/2023
2022-C-001285,CERTIFIED,05/18/2023
2022-C-001286,CERTIFIED,05/18/2023
2022-C-001287,CERTIFIED,05/18/2023
2022-C-001288,REDEEMED,
2022-C-001289,CERTIFIED,05/18/2023
2022-C-001290,CERTIFIED,05/18/2023
2022-C-001291,CERTIFIED,05/18/2023
2022-C-001292,CERTIFIED,05/18/2023
2022-C-001293,REDEEMED,
2022-C-001294,CERTIFIED,05/18/2023
2022-C-001295,CERTIFIED,05/18/2023
2022-C-001296,CERTIFIED,05/18/2023
2022-C-001297,CERTIFIED,05/18/2023
2022-C-001298,REDEEMED,
2022-C-001299,REDEEMED,
2022-C-001300,REDEEMED,
2022-C-001301,REDEEMED,
2022-C-001302,CERTIFIED,05/18/2023
2022-C-001303,REDEEMED,
2022-C-001304,CERTIFIED,05/18/2023
2022-C-001305,CERTIFIED,05/18/2023
2022-C-001306,CERTIFIED,05/18/2023
2022-C-001307,REDEEMED,
2022-C-001308,REDEEMED,
2022-C-001309,REDEEMED,
2022-C-001310,REDEEMED,
2022-C-001311,REDEEMED,
2022-C-001312,CERTIFIED,05/18/2023
2022-C-001313,CERTIFIED,05/18/2023
2022-C-001314,CERTIFIED,05/18/2023
2022-C-001315,CERTIFIED,05/18/2023
2022-C-001316,CERTIFIED,05/18/2023
2022-C-001317,CERTIFIED,05/18/2023
2022-C-001318,CERTIFIED,05/18/2023
2022-C-001319,CERTIFIED,05/18/2023
2022-C-001320,CERTIFIED,05/18/2023
2022-C-001321,REDEEMED,
2022-C-001322,REDEEMED,
2022-C-001323,REDEEMED,
2022-C-001324,REDEEMED,
2022-C-001325,CERTIFIED,05/18/2023
2022-C-001326,REDEEMED,
2022-C-001327,CERTIFIED,05/18/2023
2022-C-001328,CERTIFIED,05/18/2023
2022-C-001329,REDEEMED,
2022-C-001330,CERTIFIED,05/18/2023
2022-C-001331,CERTIFIED,05/18/2023
2022-C-001332,CERTIFIED,05/18/2023
2022-C-001333,CERTIFIED,05/18/2023
2022-C-001334,REDEEMED,
2022-C-001335,REDEEMED,
2022-C-001336,CERTIFIED,05/18/2023
2022-C-001337,CERTIFIED,05/18/2023
2022-C-001338,CERTIFIED,05/18/2023
2022-C-001339,CERTIFIED,05/18/2023
2022-C-001340,CERTIFIED,05/18/2023
