certificateOfSale,parcel,saleDate
2022-C-001341,CERTIFIED,05/18/2023
2022-C-001342,CERTIFIED,05/18/2023
2022-C-001343,CERTIFIED,05/18/2023
2022-C-001344,REDEEMED,
2022-C-001345,CERTIFIED,05/18/2023
2022-C-001346,REDEEMED,
2022-C-001347,CERTIFIED,05/18/2023
2022-C-001348,REDEEMED,
2022-C-001349,CERTIFIED,05/18/2023
2022-C-001350,CERTIFIED,05/18/2023
2022-C-001351,CERTIFIED,05/18/2023
2022-C-001352,REDEEMED,
2022-C-001353,REDEEMED,
2022-C-001354,CERTIFIED,05/18/2023
2022-C-001355,REDEEMED,
2022-C-001356,CERTIFIED,05/18/2023
2022-C-001357,CERTIFIED,05/18/2023
2022-C-001358,CERTIFIED,05/18/2023
2022-C-001359,CERTIFIED,05/18/2023
2022-C-001360,CERTIFIED,05/18/2023
2022-C-001361,CERTIFIED,05/18/2023
2022-C-001362,CERTIFIED,05/18/2023
2022-C-001363,CERTIFIED,05/18/2023
2022-C-001364,REDEEMED,
2022-C-001365,CERTIFIED,05/18/2023
2022-C-001366,REDEEMED,
2022-C-001367,CERTIFIED,05/18/2023
2022-C-001368,REDEEMED,
2022-C-001369,REDEEMED,
2022-C-001370,REDEEMED,
2022-C-001371,CERTIFIED,05/18/2023
2022-C-001372,REDEEMED,
2022-C-001373,REDEEMED,
2022-C-001374,REDEEMED,
2022-C-001375,REDEEMED,
2022-C-001376,REDEEMED,
2022-C-001377,CERTIFIED,05/18/2023
2022-C-001378,CERTIFIED,05/18/2023
2022-C-001379,CERTIFIED,05/18/2023
2022-C-001380,REDEEMED,
2022-C-001381,CERTIFIED,05/18/2023
2022-C-001382,CERTIFIED,05/18/2023
2022-C-001383,CERTIFIED,05/18/2023
2022-C-001384,CERTIFIED,05/18/2023
2022-C-001385,REDEEMED,
2022-C-001386,CERTIFIED,05/18/2023
2022-C-001387,REDEEMED,
2022-C-001388,REDEEMED,
2022-C-001389,REDEEMED,
2022-C-001390,CERTIFIED,05/18/2023
2022-C-001391,CERTIFIED,05/18/2023
2022-C-001392,CERTIFIED,05/18/2023
2022-C-001393,REDEEMED,
2022-C-001394,REDEEMED,
2022-C-001395,REDEEMED,
2022-C-001396,CERTIFIED,05/18/2023
2022-C-001397,REDEEMED,
2022-C-001398,CERTIFIED,05/18/2023
2022-C-001399,REDEEMED,
2022-C-001400,CERTIFIED,05/18/2023
2022-C-001401,REDEEMED,
2022-C-001402,CERTIFIED,05/18/2023
2022-C-001403,CERTIFIED,05/18/2023
2022-C-001404,REDEEMED,
2022-C-001405,CERTIFIED,05/18/2023
2022-C-001406,CERTIFIED,05/18/2023
2022-C-001407,CERTIFIED,05/18/2023
2022-C-001408,REDEEMED,
2022-C-001409,REDEEMED,
2022-C-001410,REDEEMED,
2022-C-001411,CERTIFIED,05/18/2023
2022-C-001412,CERTIFIED,05/18/2023
2022-C-001413,CERTIFIED,05/18/2023
2022-C-001414,CERTIFIED,05/18/2023
2022-C-001415,CERTIFIED,05/18/2023
2022-C-001416,CERTIFIED,05/18/2023
2022-C-001417,CERTIFIED,05/18/2023
2022-C-001418,REDEEMED,
2022-C-001419,REDEEMED,
2022-C-001420,CERTIFIED,05/18/2023
2022-C-001421,CERTIFIED,05/18/2023
2022-C-001422,CERTIFIED,05/18/2023
2022-C-001423,REDEEMED,
2022-C-001424,CERTIFIED,05/18/2023
2022-C-001425,CERTIFIED,05/18/2023
2022-C-001426,CERTIFIED,05/18/2023
2022-C-001427,CERTIFIED,05/18/2023
2022-C-001428,CERTIFIED,05/18/2023
2022-C-001429,REDEEMED,
2022-C-001430,CERTIFIED,05/18/2023
2022-C-001431,CERTIFIED,05/18/2023
2022-C-001432,REDEEMED,
2022-C-001433,REDEEMED,
2022-C-001434,REDEEMED,
2022-C-001435,REDEEMED,
2022-C-001436,CERTIFIED,05/18/2023
2022-C-001437,CERTIFIED,05/18/2023
2022-C-001438,REDEEMED,
2022-C-001439,REDEEMED,
2022-C-001440,CERTIFIED,05/18/2023
2022-C-001441,CERTIFIED,05/18/2023
2022-C-001442,CERTIFIED,05/18/2023
2022-C-001443,REDEEMED,
2022-C-001444,CERTIFIED,05/18/2023
2022-C-001445,CERTIFIED,05/18/2023
2022-C-001446,CERTIFIED,05/18/2023
2022-C-001447,CERTIFIED,05/18/2023
2022-C-001448,REDEEMED,
2022-C-001449,REDEEMED,
2022-C-001450,REDEEMED,
2022-C-001451,REDEEMED,
2022-C-001452,REDEEMED,
2022-C-001453,CERTIFIED,05/18/2023
2022-C-001454,CERTIFIED,05/18/2023
2022-C-001455,REDEEMED,
2022-C-001456,CERTIFIED,05/18/2023
2022-C-001457,CERTIFIED,05/18/2023
2022-C-001458,CERTIFIED,05/18/2023
2022-C-001459,CERTIFIED,05/18/2023
2022-C-001460,CERTIFIED,05/18/2023
2022-C-001461,CERTIFIED,05/18/2023
2022-C-001462,CERTIFIED,05/18/2023
2022-C-001463,REDEEMED,
2022-C-001464,CERTIFIED,05/18/2023
2022-C-001465,REDEEMED,
2022-C-001466,CERTIFIED,05/18/2023
2022-C-001467,REDEEMED,
2022-C-001468,CERTIFIED,05/18/2023
2022-C-001469,REDEEMED,
2022-C-001470,REDEEMED,
2022-C-001471,CERTIFIED,05/18/2023
2022-C-001472,REDEEMED,
2022-C-001473,REDEEMED,
2022-C-001474,CERTIFIED,05/18/2023
2022-C-001475,REDEEMED,
2022-C-001476,CERTIFIED,05/18/2023
2022-C-001477,CERTIFIED,05/18/2023
2022-C-001478,CERTIFIED,05/18/2023
2022-C-001479,REDEEMED,
2022-C-001480,CERTIFIED,05/18/2023
2022-C-001481,REDEEMED,
2022-C-001482,REDEEMED,
2022-C-001483,CERTIFIED,05/18/2023
2022-C-001484,CERTIFIED,05/18/2023
2022-C-001485,CERTIFIED,05/18/2023
2022-C-001486,REDEEMED,
2022-C-001487,REDEEMED,
2022-C-001488,CERTIFIED,05/18/2023
2022-C-001489,REDEEMED,
2022-C-001490,REDEEMED,
2022-C-001491,CERTIFIED,05/18/2023
2022-C-001492,CERTIFIED,05/18/2023
2022-C-001493,REDEEMED,
2022-C-001494,REDEEMED,
2022-C-001495,REDEEMED,
2022-C-001496,CERTIFIED,05/18/2023
2022-C-001497,CERTIFIED,05/18/2023
2022-C-001498,REDEEMED,
2022-C-001499,CERTIFIED,05/18/2023
2022-C-001500,CERTIFIED,05/18/2023
2022-C-001501,CERTIFIED,05/18/2023
2022-C-001502,CERTIFIED,05/18/2023
2022-C-001503,CERTIFIED,05/18/2023
2022-C-001504,CERTIFIED,05/18/2023
2022-C-001505,CERTIFIED,05/18/2023
2022-C-001506,REDEEMED,
2022-C-001507,CERTIFIED,05/18/2023
2022-C-001508,CERTIFIED,05/18/2023
2022-C-001509,CERTIFIED,05/18/2023
2022-C-001511,CERTIFIED,05/18/2023
2022-C-001512,CERTIFIED,05/18/2023
2022-C-001513,CERTIFIED,05/18/2023
2022-C-001514,REDEEMED,
2022-C-001515,CERTIFIED,05/18/2023
2022-C-001516,CERTIFIED,05/18/2023
2022-C-001517,CERTIFIED,05/18/2023
2022-C-001518,REDEEMED,
2022-C-001519,REDEEMED,
2022-C-001520,REDEEMED,
2022-C-001521,REDEEMED,
2022-C-001522,REDEEMED,
2022-C-001523,CERTIFIED,05/18/2023
2022-C-001524,CERTIFIED,05/18/2023
2022-C-001525,CERTIFIED,05/18/2023
2022-C-001526,CERTIFIED,05/18/2023
2022-C-001527,CERTIFIED,05/18/2023
2022-C-001528,CERTIFIED,05/18/2023
2022-C-001529,CERTIFIED,05/18/2023
2022-C-001530,REDEEMED,
2022-C-001531,CERTIFIED,05/18/2023
2022-C-001532,REDEEMED,
2022-C-001533,REDEEMED,
2022-C-001534,CERTIFIED,05/18/2023
2022-C-001535,CERTIFIED,05/18/2023
2022-C-001536,REDEEMED,
2022-C-001537,CERTIFIED,05/18/2023
2022-C-001538,CERTIFIED,05/18/2023
2022-C-001539,CERTIFIED,05/18/2023
2022-C-001540,REDEEMED,
2022-C-001541,CERTIFIED,05/18/2023
2022-C-001542,CERTIFIED,05/18/2023
2022-C-001543,CERTIFIED,05/18/2023
2022-C-001544,CERTIFIED,05/18/2023
2022-C-001545,CERTIFIED,05/18/2023
2022-C-001546,CERTIFIED,05/18/2023
2022-C-001547,CERTIFIED,05/18/2023
2022-C-001548,CERTIFIED,05/18/2023
2022-C-001549,CERTIFIED,05/18/2023
2022-C-001550,CERTIFIED,05/18/2023
2022-C-001551,CERTIFIED,05/18/2023
2022-C-001552,CERTIFIED,05/18/2023
2022-C-001553,CERTIFIED,05/18/2023
2022-C-001554,CERTIFIED,05/18/2023
2022-C-001555,CERTIFIED,05/18/2023
2022-C-001556,CERTIFIED,05/18/2023
2022-C-001557,CERTIFIED,05/18/2023
2022-C-001558,CERTIFIED,05/18/2023
2022-C-001559,CERTIFIED,05/18/2023
2022-C-001560,CERTIFIED,05/18/2023
2022-C-001561,CERTIFIED,05/18/2023
2022-C-001562,CERTIFIED,05/18/2023
2022-C-001563,CERTIFIED,05/18/2023
2022-C-001564,CERTIFIED,05/18/2023
2022-C-001565,CERTIFIED,05/18/2023
2022-C-001566,CERTIFIED,05/18/2023
2022-C-001567,REDEEMED,
2022-C-001568,REDEEMED,
2022-C-001569,REDEEMED,
2022-C-001570,REDEEMED,
2022-C-001571,REDEEMED,
2022-C-001572,REDEEMED,
2022-C-001573,CERTIFIED,05/18/2023
2022-C-001574,CERTIFIED,05/18/2023
2022-C-001575,CERTIFIED,05/18/2023
2022-C-001576,CERTIFIED,05/18/2023
2022-C-001577,CERTIFIED,05/18/2023
2022-C-001578,REDEEMED,
2022-C-001579,REDEEMED,
2022-C-001580,REDEEMED,
2022-C-001581,CERTIFIED,05/18/2023
2022-C-001582,CERTIFIED,05/18/2023
2022-C-001583,CERTIFIED,05/18/2023
2022-C-001584,CERTIFIED,05/18/2023
2022-C-001585,REDEEMED,
2022-C-001586,REDEEMED,
2022-C-001587,CERTIFIED,05/18/2023
2022-C-001588,CERTIFIED,05/18/2023
2022-C-001589,CERTIFIED,05/18/2023
2022-C-001590,CERTIFIED,05/18/2023
2022-C-001591,CERTIFIED,05/18/2023
2022-C-001592,CERTIFIED,05/18/2023
2022-C-001593,CERTIFIED,05/18/2023
2022-C-001594,REDEEMED,
2022-C-001595,REDEEMED,
2022-C-001596,CERTIFIED,05/18/2023
2022-C-001597,REDEEMED,
2022-C-001598,CERTIFIED,05/18/2023
2022-C-001599,REDEEMED,
2022-C-001600,CERTIFIED,05/18/2023
2022-C-001601,CERTIFIED,05/18/2023
2022-C-001602,CERTIFIED,05/18/2023
2022-C-001603,CERTIFIED,05/18/2023
2022-C-001604,CERTIFIED,05/18/2023
2022-C-001605,CERTIFIED,05/18/2023
2022-C-001606,CERTIFIED,05/18/2023
2022-C-001607,REDEEMED,
2022-C-001608,REDEEMED,
2022-C-001609,REDEEMED,
2022-C-001610,CERTIFIED,05/18/2023
2022-C-001611,CERTIFIED,05/18/2023
2022-C-001612,REDEEMED,
2022-C-001613,REDEEMED,
2022-C-001614,CERTIFIED,05/18/2023
2022-C-001615,CERTIFIED,05/18/2023
2022-C-001616,REDEEMED,
2022-C-001617,CERTIFIED,05/18/2023
2022-C-001618,REDEEMED,
2022-C-001619,CERTIFIED,05/18/2023
2022-C-001620,CERTIFIED,05/18/2023
2022-C-001621,REDEEMED,
2022-C-001622,CERTIFIED,05/18/2023
2022-C-001623,CERTIFIED,05/18/2023
2022-C-001624,REDEEMED,
2022-C-001625,REDEEMED,
2022-C-001626,CERTIFIED,05/18/2023
2022-C-001627,REDEEMED,
2022-C-001628,REDEEMED,
2022-C-001629,REDEEMED,
2022-C-001630,REDEEMED,
2022-C-001631,REDEEMED,
2022-C-001632,CERTIFIED,05/18/2023
2022-C-001633,CERTIFIED,05/18/2023
2022-C-001634,CERTIFIED,05/18/2023
2022-C-001635,CERTIFIED,05/18/2023
2022-C-001636,CERTIFIED,05/18/2023
2022-C-001637,CERTIFIED,05/18/2023
2022-C-001638,CERTIFIED,05/18/2023
2022-C-001639,CERTIFIED,05/18/2023
2022-C-001640,CERTIFIED,05/18/2023
2022-C-001641,CERTIFIED,05/18/2023
2022-C-001642,CERTIFIED,05/18/2023
2022-C-001643,CERTIFIED,05/18/2023
2022-C-001644,CERTIFIED,05/18/2023
2022-C-001645,CERTIFIED,05/18/2023
2022-C-001646,CERTIFIED,05/18/2023
2022-C-001647,CERTIFIED,05/18/2023
2022-C-001648,CERTIFIED,05/18/2023
2022-C-001649,CERTIFIED,05/18/2023
2022-C-001650,CERTIFIED,05/18/2023
2022-C-001651,REDEEMED,
2022-C-001652,CERTIFIED,05/18/2023
2022-C-001653,REDEEMED,
2022-C-001654,CERTIFIED,05/18/2023
2022-C-001655,CERTIFIED,05/18/2023
2022-C-001656,REDEEMED,
2022-C-001657,CERTIFIED,05/18/2023
2022-C-001658,CERTIFIED,05/18/2023
2022-C-001659,REDEEMED,
2022-C-001660,REDEEMED,
2022-C-001661,CERTIFIED,05/18/2023
2022-C-001662,CERTIFIED,05/18/2023
2022-C-001663,CERTIFIED,05/18/2023
2022-C-001664,REDEEMED,
2022-C-001665,REDEEMED,
2022-C-001666,CERTIFIED,05/18/2023
2022-C-001667,REDEEMED,
2022-C-001668,CERTIFIED,05/18/2023
2022-C-001669,CERTIFIED,05/18/2023
2022-C-001670,CERTIFIED,05/18/2023
2022-C-001671,CERTIFIED,05/18/2023
2022-C-001672,REDEEMED,
2022-C-001673,CERTIFIED,05/18/2023
2022-C-001674,CERTIFIED,05/18/2023
2022-C-001675,CERTIFIED,05/18/2023
2022-C-001676,CERTIFIED,05/18/2023
2022-C-001677,CERTIFIED,05/18/2023
2022-C-001678,CERTIFIED,05/18/2023
2022-C-001679,REDEEMED,
2022-C-001680,REDEEMED,
2022-C-001681,REDEEMED,
2022-C-001682,CERTIFIED,05/18/2023
2022-C-001683,REDEEMED,
2022-C-001684,REDEEMED,
2022-C-001685,REDEEMED,
2022-C-001686,REDEEMED,
2022-C-001687,REDEEMED,
2022-C-001688,REDEEMED,
2022-C-001689,REDEEMED,
2022-C-001690,CERTIFIED,05/18/2023
2022-C-001691,CERTIFIED,05/18/2023
2022-C-001692,REDEEMED,
2022-C-001693,CERTIFIED,05/18/2023
2022-C-001694,CERTIFIED,05/18/2023
2022-C-001695,REDEEMED,
2022-C-001696,CERTIFIED,05/18/2023
2022-C-001697,REDEEMED,
2022-C-001698,CERTIFIED,05/18/2023
2022-C-001699,REDEEMED,
2022-C-001700,CERTIFIED,05/18/2023
2022-C-001701,CERTIFIED,05/18/2023
2022-C-001702,CERTIFIED,05/18/2023
2022-C-001703,REDEEMED,
2022-C-001704,REDEEMED,
2022-C-001705,REDEEMED,
2022-C-001706,CERTIFIED,05/18/2023
2022-C-001707,CERTIFIED,05/18/2023
2022-C-001708,REDEEMED,
2022-C-001709,REDEEMED,
2022-C-001710,CERTIFIED,05/18/2023
2022-C-001711,CERTIFIED,05/18/2023
2022-C-001712,CERTIFIED,05/18/2023
2022-C-001713,CERTIFIED,05/18/2023
2022-C-001714,REDEEMED,
2022-C-001715,REDEEMED,
2022-C-001716,CERTIFIED,05/18/2023
2022-C-001717,REDEEMED,
2022-C-001718,REDEEMED,
2022-C-001719,REDEEMED,
2022-C-001720,REDEEMED,
2022-C-001721,CERTIFIED,05/18/2023
2022-C-001722,REDEEMED,
2022-C-001723,CERTIFIED,05/18/2023
2022-C-001724,REDEEMED,
2022-C-001725,CERTIFIED,05/18/2023
2022-C-001726,CERTIFIED,05/18/2023
2022-C-001727,REDEEMED,
2022-C-001728,REDEEMED,
2022-C-001729,CERTIFIED,05/18/2023
2022-C-001730,CERTIFIED,05/18/2023
2022-C-001731,REDEEMED,
2022-C-001733,CERTIFIED,05/18/2023
2022-C-001734,CERTIFIED,05/18/2023
2022-C-001735,CERTIFIED,05/18/2023
2022-C-001736,REDEEMED,
2022-C-001737,REDEEMED,
2022-C-001738,CERTIFIED,05/18/2023
2022-C-001739,CERTIFIED,05/18/2023
2022-C-001740,CERTIFIED,05/18/2023
2022-C-001741,REDEEMED,
2022-C-001742,REDEEMED,
2022-C-001743,REDEEMED,
2022-C-001744,CERTIFIED,05/18/2023
2022-C-001745,REDEEMED,
2022-C-001746,CERTIFIED,05/18/2023
2022-C-001747,CERTIFIED,05/18/2023
2022-C-001748,CERTIFIED,05/18/2023
2022-C-001749,CERTIFIED,05/18/2023
2022-C-001750,CERTIFIED,05/18/2023
2022-C-001751,CERTIFIED,05/18/2023
2022-C-001752,CERTIFIED,05/18/2023
2022-C-001753,REDEEMED,
2022-C-001754,CERTIFIED,05/18/2023
2022-C-001755,REDEEMED,
2022-C-001756,CERTIFIED,05/18/2023
2022-C-001757,CERTIFIED,05/18/2023
2022-C-001758,REDEEMED,
2022-C-001759,REDEEMED,
2022-C-001760,CERTIFIED,05/18/2023
2022-C-001761,CERTIFIED,05/18/2023
2022-C-001762,CERTIFIED,05/18/2023
2022-C-001763,CERTIFIED,05/18/2023
2022-C-001764,REDEEMED,
2022-C-001765,CERTIFIED,05/18/2023
2022-C-001766,CERTIFIED,05/18/2023
2022-C-001767,REDEEMED,
2022-C-001768,CERTIFIED,05/18/2023
2022-C-001769,CERTIFIED,05/18/2023
2022-C-001770,REDEEMED,
2022-C-001771,CERTIFIED,05/18/2023
2022-C-001772,CERTIFIED,05/18/2023
2022-C-001773,CERTIFIED,05/18/2023
2022-C-001774,REDEEMED,
2022-C-001775,CERTIFIED,05/18/2023
2022-C-001776,REDEEMED,
2022-C-001777,CERTIFIED,05/18/2023
2022-C-001778,REDEEMED,
2022-C-001779,REDEEMED,
2022-C-001780,CERTIFIED,05/18/2023
2022-C-001781,REDEEMED,
2022-C-001782,CERTIFIED,05/18/2023
2022-C-001783,REDEEMED,
2022-C-001784,CERTIFIED,05/18/2023
2022-C-001785,REDEEMED,
2022-C-001786,CERTIFIED,05/18/2023
2022-C-001787,CERTIFIED,05/18/2023
2022-C-001788,CERTIFIED,05/18/2023
2022-C-001789,REDEEMED,
2022-C-001790,REDEEMED,
2022-C-001791,REDEEMED,
2022-C-001792,REDEEMED,
2022-C-001793,REDEEMED,
2022-C-001794,CERTIFIED,05/18/2023
2022-C-001795,CERTIFIED,05/18/2023
2022-C-001796,CERTIFIED,05/18/2023
2022-C-001797,REDEEMED,
2022-C-001798,CERTIFIED,05/18/2023
2022-C-001799,CERTIFIED,05/18/2023
2022-C-001800,CERTIFIED,05/18/2023
2022-C-001801,REDEEMED,
2022-C-001802,REDEEMED,
2022-C-001803,CERTIFIED,05/18/2023
2022-C-001804,CERTIFIED,05/18/2023
2022-C-001805,REDEEMED,
2022-C-001806,REDEEMED,
2022-C-001807,REDEEMED,
2022-C-001808,CERTIFIED,05/18/2023
2022-C-001809,CERTIFIED,05/18/2023
2022-C-001810,REDEEMED,
2022-C-001811,REDEEMED,
2022-C-001812,REDEEMED,
2022-C-001813,REDEEMED,
2022-C-001814,CERTIFIED,05/18/2023
2022-C-001815,REDEEMED,
2022-C-001816,CERTIFIED,05/18/2023
2022-C-001817,CERTIFIED,05/18/2023
2022-C-001818,CERTIFIED,05/18/2023
2022-C-001819,CERTIFIED,05/18/2023
2022-C-001820,REDEEMED,
2022-C-001821,REDEEMED,
2022-C-001822,REDEEMED,
2022-C-001823,REDEEMED,
2022-C-001824,CERTIFIED,05/18/2023
2022-C-001825,REDEEMED,
2022-C-001826,CERTIFIED,05/18/2023
2022-C-001827,CERTIFIED,05/18/2023
2022-C-001828,CERTIFIED,05/18/2023
2022-C-001829,CERTIFIED,05/18/2023
2022-C-001830,REDEEMED,
2022-C-001831,CERTIFIED,05/18/2023
2022-C-001832,REDEEMED,
2022-C-001833,REDEEMED,
2022-C-001834,REDEEMED,
2022-C-001835,CERTIFIED,05/18/2023
2022-C-001836,CERTIFIED,05/18/2023
2022-C-001837,CERTIFIED,05/18/2023
2022-C-001838,CERTIFIED,05/18/2023
2022-C-001839,REDEEMED,
2022-C-001840,CERTIFIED,05/18/2023
2022-C-001841,CERTIFIED,05/18/2023
2022-C-001842,CERTIFIED,05/18/2023
2022-C-001843,CERTIFIED,05/18/2023
2022-C-001844,REDEEMED,
2022-C-001845,CERTIFIED,05/18/2023
2022-C-001846,CERTIFIED,05/18/2023
2022-C-001847,CERTIFIED,05/18/2023
2022-C-001848,REDEEMED,
2022-C-001849,CERTIFIED,05/18/2023
2022-C-001850,CERTIFIED,05/18/2023
2022-C-001851,REDEEMED,
2022-C-001852,CERTIFIED,05/18/2023
2022-C-001853,CERTIFIED,05/18/2023
2022-C-001854,CERTIFIED,05/18/2023
2022-C-001855,CERTIFIED,05/18/2023
2022-C-001856,CERTIFIED,05/18/2023
2022-C-001857,CERTIFIED,05/18/2023
2022-C-001858,CERTIFIED,05/18/2023
2022-C-001859,REDEEMED,
2022-C-001860,CERTIFIED,05/18/2023
2022-C-001861,REDEEMED,
2022-C-001862,REDEEMED,
2022-C-001863,CERTIFIED,05/18/2023
2022-C-001864,REDEEMED,
2022-C-001865,REDEEMED,
2022-C-001866,CERTIFIED,05/18/2023
2022-C-001867,REDEEMED,
2022-C-001868,REDEEMED,
2022-C-001869,CERTIFIED,05/18/2023
2022-C-001870,CERTIFIED,05/18/2023
2022-C-001871,REDEEMED,
2022-C-001872,REDEEMED,
2022-C-001873,CERTIFIED,05/18/2023
2022-C-001874,REDEEMED,
2022-C-001875,REDEEMED,
2022-C-001876,CERTIFIED,05/18/2023
2022-C-001877,CERTIFIED,05/18/2023
2022-C-001878,CERTIFIED,05/18/2023
2022-C-001879,CERTIFIED,05/18/2023
2022-C-001880,CERTIFIED,05/18/2023
2022-C-001881,CERTIFIED,05/18/2023
2022-C-001882,CERTIFIED,05/18/2023
2022-C-001883,REDEEMED,
2022-C-001884,REDEEMED,
2022-C-001885,REDEEMED,
2022-C-001886,CERTIFIED,05/18/2023
2022-C-001887,REDEEMED,
2022-C-001888,CERTIFIED,05/18/2023
2022-C-001889,CERTIFIED,05/18/2023
2022-C-001890,CERTIFIED,05/18/2023
2022-C-001891,CERTIFIED,05/18/2023
2022-C-001892,CERTIFIED,05/18/2023
2022-C-001893,CERTIFIED,05/18/2023
2022-C-001894,CERTIFIED,05/18/2023
2022-C-001895,CERTIFIED,05/18/2023
2022-C-001896,CERTIFIED,05/18/2023
2022-C-001897,REDEEMED,
2022-C-001898,REDEEMED,
2022-C-001899,CERTIFIED,05/18/2023
2022-C-001900,CERTIFIED,05/18/2023
2022-C-001901,CERTIFIED,05/18/2023
2022-C-001902,CERTIFIED,05/18/2023
2022-C-001903,CERTIFIED,05/18/2023
2022-C-001904,REDEEMED,
2022-C-001905,REDEEMED,
2022-C-001906,CERTIFIED,05/18/2023
2022-C-001907,CERTIFIED,05/18/2023
2022-C-001908,CERTIFIED,05/18/2023
2022-C-001909,CERTIFIED,05/18/2023
2022-C-001910,REDEEMED,
2022-C-001911,CERTIFIED,05/18/2023
2022-C-001912,REDEEMED,
2022-C-001913,REDEEMED,
2022-C-001914,REDEEMED,
2022-C-001915,CERTIFIED,05/18/2023
2022-C-001916,REDEEMED,
2022-C-001917,CERTIFIED,05/18/2023
2022-C-001918,REDEEMED,
2022-C-001919,REDEEMED,
2022-C-001920,REDEEMED,
2022-C-001921,REDEEMED,
2022-C-001922,REDEEMED,
2022-C-001923,REDEEMED,
2022-C-001924,REDEEMED,
2022-C-001925,CERTIFIED,05/18/2023
2022-C-001926,CERTIFIED,05/18/2023
2022-C-001927,CERTIFIED,05/18/2023
2022-C-001928,CERTIFIED,05/18/2023
2022-C-001929,CERTIFIED,05/18/2023
2022-C-001930,REDEEMED,
2022-C-001931,CERTIFIED,05/18/2023
2022-C-001932,REDEEMED,
2022-C-001933,CERTIFIED,05/18/2023
2022-C-001934,REDEEMED,
2022-C-001935,CERTIFIED,05/18/2023
2022-C-001936,REDEEMED,
2022-C-001937,CERTIFIED,05/18/2023
2022-C-001938,REDEEMED,
2022-C-001939,CERTIFIED,05/18/2023
2022-C-001940,CERTIFIED,05/18/2023
2022-C-001941,CERTIFIED,05/18/2023
2022-C-001942,CERTIFIED,05/18/2023
2022-C-001943,CERTIFIED,05/18/2023
2022-C-001944,CERTIFIED,05/18/2023
2022-C-001945,REDEEMED,
2022-C-001946,REDEEMED,
2022-C-001947,CERTIFIED,05/18/2023
2022-C-001948,CERTIFIED,05/18/2023
2022-C-001949,CERTIFIED,05/18/2023
2022-C-001950,REDEEMED,
2022-C-001951,CERTIFIED,05/18/2023
2022-C-001952,REDEEMED,
2022-C-001953,REDEEMED,
2022-C-001954,CERTIFIED,05/18/2023
2022-C-001955,CERTIFIED,05/18/2023
2022-C-001956,REDEEMED,
2022-C-001957,CERTIFIED,05/18/2023
2022-C-001958,CERTIFIED,05/18/2023
2022-C-001959,CERTIFIED,05/18/2023
2022-C-001960,REDEEMED,
2022-C-001961,REDEEMED,
2022-C-001962,CERTIFIED,05/18/2023
2022-C-001963,REDEEMED,
2022-C-001964,REDEEMED,
2022-C-001965,REDEEMED,
2022-C-001966,REDEEMED,
2022-C-001967,CERTIFIED,05/18/2023
2022-C-001968,CERTIFIED,05/18/2023
2022-C-001969,CERTIFIED,05/18/2023
2022-C-001970,CERTIFIED,05/18/2023
2022-C-001971,CERTIFIED,05/18/2023
2022-C-001972,REDEEMED,
2022-C-001973,CERTIFIED,05/18/2023
2022-C-001974,REDEEMED,
2022-C-001975,CERTIFIED,05/18/2023
2022-C-001976,CERTIFIED,05/18/2023
2022-C-001977,REDEEMED,
2022-C-001978,CERTIFIED,05/18/2023
2022-C-001979,CERTIFIED,05/18/2023
2022-C-001980,CERTIFIED,05/18/2023
2022-C-001981,CERTIFIED,05/18/2023
2022-C-001982,CERTIFIED,05/18/2023
2022-C-001983,CERTIFIED,05/18/2023
2022-C-001984,CERTIFIED,05/18/2023
2022-C-001985,CERTIFIED,05/18/2023
2022-C-001986,CERTIFIED,05/18/2023
2022-C-001987,REDEEMED,
2022-C-001988,CERTIFIED,05/18/2023
2022-C-001989,CERTIFIED,05/18/2023
2022-C-001990,CERTIFIED,05/18/2023
2022-C-001991,CERTIFIED,05/18/2023
2022-C-001992,CERTIFIED,05/18/2023
2022-C-001993,CERTIFIED,05/18/2023
2022-C-001994,CERTIFIED,05/18/2023
2022-C-001995,REDEEMED,
2022-C-001996,CERTIFIED,05/18/2023
2022-C-001997,CERTIFIED,05/18/2023
2022-C-001998,CERTIFIED,05/18/2023
2022-C-001999,CERTIFIED,05/18/2023
2022-C-002000,CERTIFIED,05/18/2023
2022-C-002001,CERTIFIED,05/18/2023
2022-C-002002,CERTIFIED,05/18/2023
2022-C-002003,REDEEMED,
2022-C-002004,CERTIFIED,05/18/2023
2022-C-002005,CERTIFIED,05/18/2023
2022-C-002006,REDEEMED,
2022-C-002007,REDEEMED,
2022-C-002008,REDEEMED,
2022-C-002009,CERTIFIED,05/18/2023
2022-C-002010,REDEEMED,
2022-C-002011,REDEEMED,
2022-C-002012,REDEEMED,
2022-C-002013,REDEEMED,
2022-C-002014,REDEEMED,
2022-C-002015,REDEEMED,
2022-C-002016,CERTIFIED,05/18/2023
2022-C-002017,REDEEMED,
2022-C-002018,CERTIFIED,05/18/2023
2022-C-002019,CERTIFIED,05/18/2023
2022-C-002020,CERTIFIED,05/18/2023
2022-C-002021,CERTIFIED,05/18/2023
2022-C-002022,CERTIFIED,05/18/2023
2022-C-002023,CERTIFIED,05/18/2023
2022-C-002024,REDEEMED,
2022-C-002025,CERTIFIED,05/18/2023
2022-C-002026,CERTIFIED,05/18/2023
2022-C-002027,CERTIFIED,05/18/2023
2022-C-002028,CERTIFIED,05/18/2023
2022-C-002029,REDEEMED,
2022-C-002030,REDEEMED,
